id,date1,date2,lon1,lat1,lon2,lat2,towlength,depth,temperature,strata
48389,1991-03-22T20:44:00Z,1991-03-22T21:30:00Z,-24.5283333333333,66.5801666666667,-24.6436666666667,66.5948333333333,2.7,111.5,2.9,84
48636,1991-03-22T21:38:00Z,1991-03-22T22:25:00Z,-22.3981666666667,66.861,-22.2718333333333,66.8455,3,128,4.1,85
48388,1991-03-22T22:38:00Z,1991-03-22T23:33:00Z,-24.8538333333333,66.5273333333333,-24.927,66.4871666666667,3,159,3.1,84
48635,1991-03-22T23:25:00Z,1991-03-22T00:11:00Z,-22.131,66.7253333333333,-22.0958333333333,66.6765,3,94.5,4,82
48252,1991-03-23T00:04:00Z,1991-03-23T01:10:00Z,-14.598,66.4646666666667,-14.44,66.4836666666667,4,100,NA,90
48387,1991-03-23T00:17:00Z,1991-03-23T01:06:00Z,-25.0576666666667,66.4583333333333,-25.1786666666667,66.4708333333333,3,181.5,3.2,84
48634,1991-03-23T01:02:00Z,1991-03-23T01:53:00Z,-21.892,66.604,-21.7651666666667,66.6068333333333,3,90,3.8,82
48386,1991-03-23T02:10:00Z,1991-03-23T03:00:00Z,-25.352,66.464,-25.2591666666667,66.4975,3,288,4.3,88
48251,1991-03-23T02:25:00Z,1991-03-23T03:30:00Z,-14.1583333333333,66.3333333333333,-14.3166666666667,66.3155,4,130,1.4,60
48385,1991-03-23T03:35:00Z,1991-03-23T04:15:00Z,-25.1471666666667,66.5051666666667,-25.0553333333333,66.5381666666667,3,190,3.2,88
48633,1991-03-23T03:55:00Z,1991-03-23T04:43:00Z,-21.6143333333333,66.5015,-21.7415,66.504,3,107,NA,85
48250,1991-03-23T04:00:00Z,1991-03-23T05:06:00Z,-14.4335,66.2355,-14.4393333333333,66.1705,4,233,-0.5,61
48384,1991-03-23T05:08:00Z,1991-03-23T05:57:00Z,-25.207,66.5576666666667,-25.1023333333333,66.5868333333333,3,391.5,4.5,88
48249,1991-03-23T06:20:00Z,1991-03-23T07:23:00Z,-14.8483333333333,66.117,-14.6895,66.099,4,104.5,1.8,60
48383,1991-03-23T06:40:00Z,1991-03-23T07:30:00Z,-24.968,66.587,-24.8841666666667,66.6246666666667,3,251,3.6,88
48382,1991-03-23T07:59:00Z,1991-03-23T08:45:00Z,-24.759,66.6516666666667,-24.726,66.7001666666667,3,166,3.7,84
48248,1991-03-23T08:03:00Z,1991-03-23T09:05:00Z,-14.4388333333333,66.0793333333333,-14.3306666666667,66.0303333333333,4,137,1.6,60
48381,1991-03-23T09:15:00Z,1991-03-23T09:59:00Z,-24.6573333333333,66.7428333333333,-24.6241666666667,66.789,3,163,2.5,84
48380,1991-03-23T10:36:00Z,1991-03-23T11:21:00Z,-24.6815,66.799,-24.6098333333333,66.846,3,215,2.2,88
48247,1991-03-23T10:36:00Z,1991-03-23T11:38:00Z,-14.265,65.8491666666667,-14.1075,65.9163333333333,4,142,1.8,60
48379,1991-03-23T12:02:00Z,1991-03-23T13:00:00Z,-24.6628333333333,66.832,-24.7351666666667,66.8071666666667,3,274.5,4.7,88
48246,1991-03-23T12:50:00Z,1991-03-23T13:53:00Z,-13.789,65.9671666666667,-13.6373333333333,65.9383333333333,4,193,1.8,60
48378,1991-03-23T13:42:00Z,1991-03-23T14:25:00Z,-24.5766666666667,66.8631666666667,-24.4583333333333,66.8891666666667,3,231.5,4.3,88
48245,1991-03-23T15:10:00Z,1991-03-23T16:13:00Z,-13.3273333333333,65.8328333333333,-13.4761666666667,65.8061666666667,4,239,1.2,61
48377,1991-03-23T15:11:00Z,1991-03-23T15:54:00Z,-24.2023333333333,66.8923333333333,-24.0856666666667,66.9165,3,241.5,4.1,84
48376,1991-03-23T16:55:00Z,1991-03-23T17:46:00Z,-24.2806666666667,66.8588333333333,-24.3618333333333,66.8246666666667,3,196,3.9,84
48244,1991-03-23T17:07:00Z,1991-03-23T18:10:00Z,-13.7945,65.8171666666667,-13.7371666666667,65.755,4,220,1.4,61
48375,1991-03-23T18:16:00Z,1991-03-23T19:04:00Z,-24.2916666666667,66.8046666666667,-24.3348333333333,66.7586666666667,3,196.5,3.9,84
48243,1991-03-23T19:00:00Z,1991-03-23T20:06:00Z,-13.582,65.6336666666667,-13.4303333333333,65.611,4,117.5,1.8,60
48374,1991-03-23T19:50:00Z,1991-03-23T20:37:00Z,-24.3121666666667,66.6798333333333,-24.1796666666667,66.662,3.2,214,3.7,84
48242,1991-03-23T23:24:00Z,1991-03-23T00:10:00Z,-13.8408333333333,65.2001666666667,-13.7346666666667,65.1941666666667,3,84,1.9,89
50241,1992-03-04T18:25:00Z,1992-03-04T19:30:00Z,-12.8983333333333,64.5721666666667,-12.7401666666667,64.59,4,148,4.5,60
50264,1992-03-04T20:00:00Z,1992-03-04T21:00:00Z,-12.7166666666667,64.5968333333333,-12.5805,64.6133333333333,4,201,4,60
50267,1992-03-04T22:07:00Z,1992-03-04T23:20:00Z,-12.601,64.5801666666667,-12.6015,64.51,4,174,4.3,60
50209,1992-03-04T22:10:00Z,1992-03-04T23:05:00Z,-20.5221666666667,65.7451666666667,-20.5635,65.8121666666667,4,85.5,1.7,53
50731,1992-03-04T23:40:00Z,1992-03-04T00:37:00Z,-18.2666666666667,65.9666666666667,-18.34,66.04,4,111,2.2,53
50210,1992-03-04T23:50:00Z,1992-03-04T00:45:00Z,-20.5393333333333,65.9221666666667,-20.598,65.9866666666667,4,127.5,2,54
50275,1992-03-05T00:25:00Z,1992-03-05T01:25:00Z,-12.8343333333333,64.499,-12.9483333333333,64.55,4,143.5,6.2,60
50732,1992-03-05T01:09:00Z,1992-03-05T02:04:00Z,-18.35,66.0833333333333,-18.4116666666667,66.1466666666667,4,110,2.1,54
50211,1992-03-05T01:55:00Z,1992-03-05T02:55:00Z,-20.6348333333333,66.1866666666667,-20.6401666666667,66.2553333333333,4,105.5,2.7,54
50277,1992-03-05T02:30:00Z,1992-03-05T03:30:00Z,-12.9833333333333,64.5333333333333,-13.15,64.5166666666667,4,127,5,60
50212,1992-03-05T04:00:00Z,1992-03-05T05:00:00Z,-20.8,66.4916666666667,-20.8325,66.4575,4,185,2.3,54
50278,1992-03-05T04:30:00Z,1992-03-05T05:30:00Z,-13.15,64.4,-13.2833333333333,64.3833333333333,4,153.5,5.8,63
50733,1992-03-05T04:45:00Z,1992-03-05T05:45:00Z,-18.6208333333333,66.2055,-18.6833333333333,66.2666666666667,4,239,2.1,54
50213,1992-03-05T05:40:00Z,1992-03-05T06:45:00Z,-20.7116666666667,66.5053333333333,-20.7066666666667,66.5733333333333,4,312,0.5,34
50279,1992-03-05T06:10:00Z,1992-03-05T07:05:00Z,-13.4,64.45,-13.5166666666667,64.4666666666667,3.5,148,5.5,63
50734,1992-03-05T07:15:00Z,1992-03-05T08:15:00Z,-18.3,66.25,-18.3833333333333,66.3,4,181.5,2,54
50281,1992-03-05T07:50:00Z,1992-03-05T09:00:00Z,-13.6,64.4166666666667,-13.5666666666667,64.3666666666667,4,146,4.5,63
50214,1992-03-05T08:25:00Z,1992-03-05T09:35:00Z,-20.7983333333333,66.795,-20.6966666666667,66.8483333333333,4,294,1.3,33
50735,1992-03-05T08:50:00Z,1992-03-05T09:45:00Z,-18.45,66.3333333333333,-18.45,66.4,4,170,2.2,55
50795,1992-03-05T08:55:00Z,1992-03-05T09:55:00Z,-23.7333333333333,64.5856666666667,-23.5833333333333,64.615,4,123.5,6.5,50
50284,1992-03-05T09:30:00Z,1992-03-05T10:40:00Z,-13.45,64.35,-13.3666666666667,64.3,4,139,4.5,63
50215,1992-03-05T10:30:00Z,1992-03-05T11:35:00Z,-20.9291666666667,66.9155,-21.0116666666667,66.9753333333333,4,175,NA,33
50287,1992-03-05T11:00:00Z,1992-03-05T12:10:00Z,-13.4,64.3166666666667,-13.5525,64.3,4,155,5,63
50736,1992-03-05T11:01:00Z,1992-03-05T12:00:00Z,-18.12,66.4496666666667,-18.2333333333333,66.4016666666667,4,77,2.1,53
50796,1992-03-05T12:05:00Z,1992-03-05T13:05:00Z,-24.2175,64.6663333333333,-24.3,64.722,4,134,6.3,50
50216,1992-03-05T12:10:00Z,1992-03-05T13:12:00Z,-20.841,66.9816666666667,-20.6708333333333,66.9818333333333,4,220,3.2,33
50288,1992-03-05T12:35:00Z,1992-03-05T13:38:00Z,-13.5833333333333,64.3008333333333,-13.6935,64.35,4,156.5,4.8,63
50737,1992-03-05T12:40:00Z,1992-03-05T13:37:00Z,-18.3666666666667,66.4333333333333,-18.3666666666667,66.5,4,133.5,2.4,54
50797,1992-03-05T13:45:00Z,1992-03-05T14:50:00Z,-24.2483333333333,64.822,-24.1635,64.8743333333333,4,165,6,21
50217,1992-03-05T14:00:00Z,1992-03-05T15:04:00Z,-20.4911666666667,66.9415,-20.3531666666667,66.9823333333333,4,290,0.3,33
50291,1992-03-05T14:10:00Z,1992-03-05T15:00:00Z,-13.7673333333333,64.3338333333333,-13.769,64.2666666666667,4,136,6,63
50738,1992-03-05T15:33:00Z,1992-03-05T16:26:00Z,-18,66.65,-17.8666666666667,66.6666666666667,3.4,317.5,2.3,39
50218,1992-03-05T15:45:00Z,1992-03-05T16:45:00Z,-20.275,67.0378333333333,-20.1696666666667,67.0913333333333,4,302.5,0.3,33
50798,1992-03-05T15:50:00Z,1992-03-05T16:50:00Z,-23.9633333333333,64.972,-23.8341666666667,65.0051666666667,4,224,5.4,21
50293,1992-03-05T16:35:00Z,1992-03-05T17:30:00Z,-13.7833333333333,64.4156666666667,-13.9251666666667,64.3888333333333,4,117,3.3,63
50799,1992-03-05T17:25:00Z,1992-03-05T18:15:00Z,-23.8418333333333,65.0053333333333,-23.6986666666667,65.011,4,200.5,5,51
50739,1992-03-05T17:28:00Z,1992-03-05T18:27:00Z,-18,66.6333333333333,-18.1583333333333,66.65,4,175,2.1,39
50219,1992-03-05T17:32:00Z,1992-03-05T18:35:00Z,-20.3118333333333,67.1595,-20.4771666666667,67.1406666666667,4,247.5,0.3,33
50295,1992-03-05T18:30:00Z,1992-03-05T19:35:00Z,-14.236,64.3543333333333,-14.251,64.2833333333333,4,102.5,5.5,62
50726,1992-03-05T18:42:00Z,1992-03-05T19:40:00Z,-24.015,65.8761666666667,-23.8983333333333,65.8196666666667,4,58,1.6,79
50800,1992-03-05T18:45:00Z,1992-03-05T19:50:00Z,-23.6641666666667,65.0375,-23.4973333333333,65.0556666666667,4,149,4.4,51
50221,1992-03-05T19:15:00Z,1992-03-05T20:18:00Z,-20.4635,67.082,-20.5978333333333,67.0408333333333,4,250,1.2,33
50740,1992-03-05T19:20:00Z,1992-03-05T20:21:00Z,-18.1,66.5833333333333,-18.2466666666667,66.6166666666667,4,89.5,2.1,39
50296,1992-03-05T20:30:00Z,1992-03-05T21:38:00Z,-14.5291666666667,64.26,-14.532,64.1958333333333,4,124.5,6,62
50222,1992-03-05T21:00:00Z,1992-03-05T22:05:00Z,-20.6778333333333,67.0936666666667,-20.8195,67.0533333333333,4,202.5,3.3,33
50741,1992-03-05T21:14:00Z,1992-03-05T22:20:00Z,-18.4166666666667,66.65,-18.4,66.5833333333333,4,188.5,2.1,39
50801,1992-03-05T21:25:00Z,1992-03-05T22:30:00Z,-23.7996666666667,65.1783333333333,-23.867,65.12,4,82,4.4,49
50727,1992-03-05T21:57:00Z,1992-03-05T22:43:00Z,-24.2253333333333,65.7371666666667,-24.2415,65.6898333333333,3,34.5,2.1,79
50298,1992-03-05T22:00:00Z,1992-03-05T23:10:00Z,-14.466,64.1833333333333,-14.3535,64.1558333333333,4,165.5,6,63
50223,1992-03-05T22:45:00Z,1992-03-05T23:40:00Z,-20.883,67.119,-20.7535,67.1653333333333,4,240,2.6,33
50618,1992-03-05T23:24:00Z,1992-03-05T00:26:00Z,-18.6,66.5,-18.55,66.5633333333333,4,230,2.2,39
50224,1992-03-06T00:20:00Z,1992-03-06T01:25:00Z,-20.6723333333333,67.2333333333333,-20.7478333333333,67.2923333333333,4,283,0.2,33
50300,1992-03-06T01:05:00Z,1992-03-06T02:05:00Z,-14.7013333333333,64.0863333333333,-14.85,64.05,4,112.5,5.5,63
50619,1992-03-06T01:30:00Z,1992-03-06T02:32:00Z,-18.5,66.7,-18.3905,66.7541666666667,4,262.5,1.2,39
50225,1992-03-06T01:45:00Z,1992-03-06T02:45:00Z,-20.7056666666667,67.2986666666667,-20.575,67.3333333333333,4,336.5,-0.1,36
50305,1992-03-06T03:00:00Z,1992-03-06T04:05:00Z,-14.85,63.9,-14.8333333333333,63.85,4,160,6.5,66
50620,1992-03-06T03:23:00Z,1992-03-06T04:23:00Z,-18.35,66.7,-18.25,66.75,4,253,2,39
50728,1992-03-06T04:45:00Z,1992-03-06T05:34:00Z,-25.0556666666667,65.3801666666667,-25.0888333333333,65.43,3,84,3.6,49
50306,1992-03-06T05:15:00Z,1992-03-06T06:10:00Z,-15.1,64,-15.253,64.0158333333333,4,138,6.7,66
50621,1992-03-06T05:36:00Z,1992-03-06T06:37:00Z,-18.569,66.78,-18.5608333333333,66.8458333333333,4,382.5,0.2,40
50729,1992-03-06T06:25:00Z,1992-03-06T07:30:00Z,-25.2291666666667,65.3878333333333,-25.35,65.4311666666667,4,102,3.7,49
50622,1992-03-06T07:22:00Z,1992-03-06T08:22:00Z,-18.4833333333333,66.8166666666667,-18.3145,66.835,4,251,NA,39
50322,1992-03-06T07:25:00Z,1992-03-06T08:20:00Z,-15.1533333333333,64.18,-15.2666666666667,64.1333333333333,4,49.5,5.5,65
50802,1992-03-06T09:00:00Z,1992-03-06T10:00:00Z,-24.0533333333333,65.0566666666667,-24.1683333333333,65.01,3.9,164.5,5,51
50226,1992-03-06T09:10:00Z,1992-03-06T10:15:00Z,-19.7416666666667,67.3171666666667,-19.8433333333333,67.265,4,316.5,0,36
50730,1992-03-06T09:20:00Z,1992-03-06T10:26:00Z,-25.8298333333333,65.3251666666667,-25.9308333333333,65.2935,4,141,4.2,51
50623,1992-03-06T09:25:00Z,1992-03-06T10:25:00Z,-18,66.8333333333333,-18,66.9166666666667,4,401.5,-0.1,40
50803,1992-03-06T10:50:00Z,1992-03-06T11:35:00Z,-24.4083333333333,65.0183333333333,-24.54,65.0316666666667,3,120,5.1,49
50603,1992-03-06T10:55:00Z,1992-03-06T11:57:00Z,-25.8748333333333,65.254,-25.9976666666667,65.2151666666667,4,145.5,4.2,51
50227,1992-03-06T11:10:00Z,1992-03-06T12:10:00Z,-19.8231666666667,67.1483333333333,-19.9333333333333,67.1041666666667,4,291,0.4,33
50324,1992-03-06T11:45:00Z,1992-03-06T12:45:00Z,-16.4196666666667,63.8126666666667,-16.4166666666667,63.7466666666667,4,49,6.5,65
50624,1992-03-06T12:00:00Z,1992-03-06T13:00:00Z,-17.4333333333333,67,-17.3833333333333,67.0666666666667,4,249,0.6,38
50804,1992-03-06T12:50:00Z,1992-03-06T13:55:00Z,-24.709,65.2005,-24.6965,65.2706666666667,4,86,5.2,49
50325,1992-03-06T13:04:00Z,1992-03-06T14:00:00Z,-16.4713333333333,63.75,-16.6116666666667,63.7761666666667,4,60.5,6.3,65
50604,1992-03-06T13:10:00Z,1992-03-06T14:13:00Z,-25.997,65.0583333333333,-25.847,65.0286666666667,4,170.5,4.5,51
50228,1992-03-06T13:27:00Z,1992-03-06T14:30:00Z,-19.5185,67.1233333333333,-19.3898333333333,67.1683333333333,4,423,-0.2,36
50625,1992-03-06T14:14:00Z,1992-03-06T15:15:00Z,-16.9,67.1,-16.7166666666667,67.1013333333333,4,377,-0.1,58
50805,1992-03-06T15:55:00Z,1992-03-06T16:55:00Z,-24.88,65.167,-24.8533333333333,65.2333333333333,4,100,4.4,49
50327,1992-03-06T16:00:00Z,1992-03-06T17:00:00Z,-16.8361666666667,63.5301666666667,-16.984,63.5681666666667,4,205,6.9,5
50626,1992-03-06T16:13:00Z,1992-03-06T17:15:00Z,-16.6566666666667,67,-16.8283333333333,67,4,260,0.6,58
50605,1992-03-06T16:33:00Z,1992-03-06T17:05:00Z,-25.6648333333333,65.002,-25.7525,65.005,2.1,168,4.6,51
50229,1992-03-06T16:40:00Z,1992-03-06T17:25:00Z,-18.7668333333333,67.0451666666667,-18.7846666666667,66.9958333333333,3,205,1.2,41
50806,1992-03-06T17:30:00Z,1992-03-06T18:35:00Z,-25.0001666666667,65.1716666666667,-25.0016666666667,65.105,4,114,5.3,51
50330,1992-03-06T17:40:00Z,1992-03-06T18:40:00Z,-17.1341666666667,63.57,-17.2403333333333,63.6216666666667,4,178.5,6.7,66
50230,1992-03-06T17:55:00Z,1992-03-06T18:45:00Z,-18.827,67.0076666666667,-18.7828333333333,66.956,3.3,240,0.8,41
50627,1992-03-06T18:04:00Z,1992-03-06T19:03:00Z,-16.8333333333333,66.9166666666667,-16.6675,66.92,4,192,1.7,57
50606,1992-03-06T18:28:00Z,1992-03-06T19:31:00Z,-26.2235,65.0181666666667,-26.3943333333333,65.0205,4,165,4.4,51
50231,1992-03-06T19:40:00Z,1992-03-06T20:30:00Z,-18.5096666666667,66.9975,-18.5063333333333,67.0546666666667,3.5,122.5,1.7,41
50331,1992-03-06T19:50:00Z,1992-03-06T20:45:00Z,-17.181,63.5333333333333,-17.2825,63.5,3.5,137.5,6.8,66
50628,1992-03-06T20:00:00Z,1992-03-06T21:01:00Z,-16.5986666666667,66.827,-16.6565,66.7636666666667,4,175,2,57
50607,1992-03-06T20:20:00Z,1992-03-06T21:21:00Z,-26.2626666666667,65.1091666666667,-26.1673333333333,65.1626666666667,4,165.5,4.3,51
50807,1992-03-06T20:30:00Z,1992-03-06T21:35:00Z,-24.8016666666667,64.9353333333333,-24.9516666666667,64.9141666666667,4,151.5,6,51
50629,1992-03-06T21:44:00Z,1992-03-06T22:46:00Z,-16.7641666666667,66.8285,-16.786,66.7616666666667,4,127,2.1,57
50608,1992-03-06T22:16:00Z,1992-03-06T23:08:00Z,-26.4001666666667,65.1645,-26.5275,65.1505,3.4,163,4.3,51
50232,1992-03-06T22:20:00Z,1992-03-06T23:25:00Z,-18.376,67.2293333333333,-18.4856666666667,67.1758333333333,4,448,-0.1,40
50332,1992-03-06T22:28:00Z,1992-03-06T23:30:00Z,-17.6686666666667,63.676,-17.7685,63.6233333333333,4,40,6.9,65
50808,1992-03-06T23:15:00Z,1992-03-06T00:20:00Z,-25.0836666666667,64.6865,-25.2266666666667,64.6566666666667,4,200.5,5.8,21
50630,1992-03-06T23:16:00Z,1992-03-06T00:19:00Z,-16.8355,66.737,-16.7958333333333,66.6725,4,141.5,2.1,57
50233,1992-03-07T00:20:00Z,1992-03-07T01:05:00Z,-18.3921666666667,67.071,-18.375,67.0333333333333,3.2,139,1.8,41
50351,1992-03-07T00:40:00Z,1992-03-07T01:40:00Z,-17.8771666666667,63.468,-17.7833333333333,63.4166666666667,4,156.5,6.8,66
50609,1992-03-07T01:15:00Z,1992-03-07T01:56:00Z,-27.0605,65.0458333333333,-27.1358333333333,65.0201666666667,2.4,260,4.7,21
50809,1992-03-07T01:30:00Z,1992-03-07T02:15:00Z,-25.485,64.7616666666667,-25.5866666666667,64.7416666666667,2.8,190,6,51
50631,1992-03-07T01:40:00Z,1992-03-07T02:45:00Z,-16.8333333333333,66.6166666666667,-16.95,66.6666666666667,4,264.5,1.6,58
50234,1992-03-07T01:55:00Z,1992-03-07T03:00:00Z,-18.4616666666667,66.98,-18.4616666666667,66.9125,4,207,1.3,41
50355,1992-03-07T02:55:00Z,1992-03-07T03:55:00Z,-17.525,63.2525,-17.3925,63.2673333333333,4,174.5,7.1,5
50610,1992-03-07T03:13:00Z,1992-03-07T04:15:00Z,-27.031,65.1691666666667,-27.0176666666667,65.2358333333333,4,243.5,4.6,21
50632,1992-03-07T03:34:00Z,1992-03-07T04:40:00Z,-17.061,66.7533333333333,-17.1675,66.8055,4,218,2,38
50810,1992-03-07T03:35:00Z,1992-03-07T04:35:00Z,-25.51,64.9191666666667,-25.6516666666667,64.935,3.7,167.5,6.1,51
50357,1992-03-07T04:15:00Z,1992-03-07T05:05:00Z,-17.3433333333333,63.2583333333333,-17.22,63.2858333333333,4,185.5,NA,5
50611,1992-03-07T05:13:00Z,1992-03-07T06:19:00Z,-27.0021666666667,65.355,-27.0008333333333,65.4281666666667,4,260,3.4,21
50811,1992-03-07T05:40:00Z,1992-03-07T06:40:00Z,-25.7966666666667,64.84,-25.76,64.7683333333333,4.2,188,6.1,51
50633,1992-03-07T05:55:00Z,1992-03-07T07:05:00Z,-17.3,66.9166666666667,-17.3,66.8483333333333,4.1,240.5,1,38
50612,1992-03-07T07:22:00Z,1992-03-07T08:20:00Z,-26.7071666666667,65.3921666666667,-26.7086666666667,65.4293333333333,4,198,4.6,51
50812,1992-03-07T07:25:00Z,1992-03-07T08:25:00Z,-25.7966666666667,64.7016666666667,-25.9308333333333,64.6733333333333,3.9,219.5,5.8,21
50359,1992-03-07T07:35:00Z,1992-03-07T08:40:00Z,-16.2633333333333,63.3833333333333,-16.05,63.3833333333333,4,351.5,6,66
50235,1992-03-07T07:45:00Z,1992-03-07T08:50:00Z,-18.8043333333333,66.3666666666667,-18.9333333333333,66.4133333333333,4.1,396,0.9,55
50634,1992-03-07T08:13:00Z,1992-03-07T09:26:00Z,-17.4066666666667,66.7515,-17.2333333333333,66.75,4,252,1.4,38
50813,1992-03-07T09:15:00Z,1992-03-07T10:15:00Z,-25.9983333333333,64.6033333333333,-25.995,64.535,4,211,6.3,21
50613,1992-03-07T09:18:00Z,1992-03-07T10:18:00Z,-26.4431666666667,65.3598333333333,-26.425,65.4345,4,162,4.4,51
50360,1992-03-07T09:20:00Z,1992-03-07T10:20:00Z,-16.18,63.4135,-16.3166666666667,63.4166666666667,4,140,7.5,66
50635,1992-03-07T10:10:00Z,1992-03-07T11:15:00Z,-17.2833333333333,66.6833333333333,-17.3,66.6166666666667,4,194,2.2,38
50236,1992-03-07T10:15:00Z,1992-03-07T11:00:00Z,-19.15,66.2433333333333,-19.179,66.196,3,136,NA,54
50361,1992-03-07T11:05:00Z,1992-03-07T12:00:00Z,-16.2533333333333,63.5,-16.097,63.5006666666667,4,117,7,66
50614,1992-03-07T11:10:00Z,1992-03-07T12:08:00Z,-26.2208333333333,65.517,-26.212,65.5905,4,164,4,84
50237,1992-03-07T12:00:00Z,1992-03-07T13:06:00Z,-19.0561666666667,66.33,-19.0891666666667,66.3991666666667,4,212,2.8,55
50636,1992-03-07T12:07:00Z,1992-03-07T13:10:00Z,-17.5,66.5666666666667,-17.5,66.5,4,243.5,2.1,40
50814,1992-03-07T12:10:00Z,1992-03-07T13:10:00Z,-26.44,64.745,-26.48,64.8,3.6,192.5,NA,51
50615,1992-03-07T12:54:00Z,1992-03-07T13:57:00Z,-26.1738333333333,65.6618333333333,-26.3318333333333,65.6566666666667,4,181.5,4.1,84
50362,1992-03-07T13:05:00Z,1992-03-07T14:05:00Z,-15.7736666666667,63.4561666666667,-15.65,63.487,4,227,NA,66
50637,1992-03-07T13:50:00Z,1992-03-07T14:52:00Z,-17.4333333333333,66.45,-17.6,66.45,4,287,2,55
50815,1992-03-07T13:55:00Z,1992-03-07T15:00:00Z,-26.2603333333333,64.8731666666667,-26.2528333333333,64.9395,4,172.5,NA,51
50238,1992-03-07T13:55:00Z,1992-03-07T14:58:00Z,-19.221,66.3363333333333,-19.3946666666667,66.345,4,170,2.7,54
50363,1992-03-07T15:10:00Z,1992-03-07T16:10:00Z,-15.4933333333333,63.6166666666667,-15.4085,63.5666666666667,4,145,7,5
50816,1992-03-07T15:30:00Z,1992-03-07T16:30:00Z,-26.2321666666667,64.9675,-26.3786666666667,64.9458333333333,4,163.5,5.8,51
50638,1992-03-07T15:40:00Z,1992-03-07T16:40:00Z,-17.7833333333333,66.4,-17.7081666666667,66.3406666666667,4,168.5,2.1,54
50616,1992-03-07T15:41:00Z,1992-03-07T16:41:00Z,-26.7116666666667,65.5766666666667,-26.6695,65.6421666666667,4,203.5,4.6,88
50239,1992-03-07T16:03:00Z,1992-03-07T17:05:00Z,-19.4046666666667,66.5063333333333,-19.3685,66.5716666666667,4,305.5,1.2,34
50364,1992-03-07T16:45:00Z,1992-03-07T17:45:00Z,-15.2791666666667,63.5643333333333,-15.1216666666667,63.5666666666667,4,141,7.2,66
50817,1992-03-07T17:00:00Z,1992-03-07T17:55:00Z,-26.3633333333333,64.9361666666667,-26.3905,64.9916666666667,3.5,156.5,5.8,51
50617,1992-03-07T17:14:00Z,1992-03-07T18:17:00Z,-26.6258333333333,65.6291666666667,-26.5525,65.6925,4,194,4.6,88
50639,1992-03-07T17:22:00Z,1992-03-07T18:26:00Z,-17.5,66.3166666666667,-17.5,66.25,4,228,1.9,55
50240,1992-03-07T17:40:00Z,1992-03-07T18:40:00Z,-19.2893333333333,66.6181666666667,-19.2343333333333,66.6811666666667,4,309,0.3,34
50367,1992-03-07T18:40:00Z,1992-03-07T19:40:00Z,-15.275,63.6666666666667,-15.125,63.6666666666667,4,112,7.5,66
50818,1992-03-07T18:55:00Z,1992-03-07T20:00:00Z,-26.6495,64.9806666666667,-26.787,64.9531666666667,4,207,6.2,51
50242,1992-03-07T19:23:00Z,1992-03-07T19:52:00Z,-19.3511666666667,66.7496666666667,-19.3631666666667,66.783,2,308,0.2,34
50515,1992-03-07T19:30:00Z,1992-03-07T20:15:00Z,-26.7093333333333,65.7545,-26.6851666666667,65.8,3,294,4.7,88
50368,1992-03-07T20:55:00Z,1992-03-07T22:08:00Z,-14.7285,63.7336666666667,-14.6756666666667,63.6758333333333,4,222.5,7.3,5
50243,1992-03-07T22:00:00Z,1992-03-07T23:00:00Z,-19.5901666666667,66.6455,-19.6563333333333,66.5825,4,230,2.5,34
50819,1992-03-07T22:45:00Z,1992-03-07T23:50:00Z,-27.247,64.9241666666667,-27.2105,64.8486666666667,4,386,6.7,21
50373,1992-03-07T23:30:00Z,1992-03-07T00:30:00Z,-14.2616666666667,63.7588333333333,-14.1166666666667,63.7833333333333,4,247,NA,66
50244,1992-03-07T23:45:00Z,1992-03-07T00:45:00Z,-19.7898333333333,66.6493333333333,-19.6973333333333,66.7091666666667,4,144,2.5,34
50640,1992-03-08T00:08:00Z,1992-03-08T01:10:00Z,-17.7166666666667,66.1666666666667,-17.75,66.2333333333333,4,190,2.2,54
50516,1992-03-08T01:12:00Z,1992-03-08T02:12:00Z,-25.8191666666667,65.7841666666667,-25.7791666666667,65.8463333333333,4,198,4.8,88
50245,1992-03-08T01:20:00Z,1992-03-08T02:25:00Z,-19.5218333333333,66.7395,-19.6201666666667,66.7941666666667,4,236.5,1.8,34
50375,1992-03-08T01:55:00Z,1992-03-08T03:10:00Z,-14.0966666666667,63.99,-13.985,63.9333333333333,4,176,6.5,66
50641,1992-03-08T02:47:00Z,1992-03-08T03:47:00Z,-17.5333333333333,66.1333333333333,-17.4393333333333,66.1895,4,177.5,2,54
50246,1992-03-08T03:15:00Z,1992-03-08T04:20:00Z,-19.8421666666667,66.7751666666667,-19.9858333333333,66.7446666666667,4,241.5,2.6,34
50820,1992-03-08T03:25:00Z,1992-03-08T04:15:00Z,-26.2683333333333,64.455,-26.1883333333333,64.4083333333333,3.4,286,6.7,21
50517,1992-03-08T03:38:00Z,1992-03-08T04:37:00Z,-25.6676666666667,65.8003333333333,-25.7761666666667,65.7506666666667,4,222.5,4.6,88
50379,1992-03-08T04:05:00Z,1992-03-08T05:05:00Z,-13.7333333333333,63.9183333333333,-13.6183333333333,63.9533333333333,4,233,6.5,66
50642,1992-03-08T04:22:00Z,1992-03-08T05:22:00Z,-17.3666666666667,66.1833333333333,-17.3166666666667,66.25,4,156.5,2,53
50247,1992-03-08T04:40:00Z,1992-03-08T05:45:00Z,-19.9928333333333,66.716,-19.9828333333333,66.6508333333333,4,136.5,NA,34
